tweet_id,tweet_username,tweet_text,id
1020823570132422656,ladyppk_,"""Foda-se o Bolsonaro""",
1020823626176770049,cgillr,"""Eo Lula é ""nosso"" porque nós o amamos, como a um irmão ou a um pai, somos o povo e o queremos à frente dessa nau à deriva, chamada Brasil!""",
1020823665280192512,addictchae,"""Lula ou Dilma? — Dilmula """,
1020823671814881282,ilkaolivacorado,"""Supremo de Brasil juzgará nuevo recurso de libertad de Lula el 26 #actualidadlatinoamerica #2 #noticias #politica """,
1020823678777462784,GodinhoKatia,"""@jairbolsonaro NÓS , O POVO É QUE NÃO CONFIAMOS NESTES PARTIDOS LIXOS. POR FAVOR BOLSONARO, MANDE TODOS CATAR COQUINHO.""",
1020823743755685889,GlauceCabral,"""@folha Isolado NÃO.. o povo está com o Bolsonaro!! Se liga Folha!!!""",
1020823745978667009,lucasdabandana,"""Eu tinha esquecido como era a sensação de dar unfollow em pessoas que seguem páginas como ódio do bem e a do bolsonaro. Muito bom, limpa sua tl, recomendo!""",
1020823755805913088,epicurista,"""@CheioDeSoros Engraçado que até agora Bolsonaro não falou nada de relevante sobre indústria, comércio ou agricultura.""",
1020823756166623232,PrincdoSertao,""" """,
1020823761308798976,pedroalvesmac92,"""@WeldsonGuedes @sensacionalista Ate agora vc nao falou de UMA mísera proposta do Bolsonaro. Nem das propostas pra presidência, das 600 que ele propôs e das que ele conseguiu aprovar. E vc so consegue falar se pesquisar no google, pq nem seu candidato vc conhece. Vc é uma vergonha.""",
1020823773916860419,Fabrici01447760,"""@OGloboPolitica Eu vou votar no Bolsonaro!!!!!!""",
1020823776118927360,tdaltonic2,"""@srdeabo Digo mais uma vez: Bolsonaro só agradece.""",
1020823778354442240,tequileiradm,"""@felipeneto só pra constar a revolta com o clipe do Nego não é pelo beijo gay e sim pelo nego do Borel não ser gay, estar usando a bandeira pra pegar views e POSSIVELMENTE apoiar o Bolsonaro.""",
1020823779935686656,rava54,"""DC tras decisión de Brasil de cancelar cita de figuras chilenas que apoyan a Lula: ""Tendrán que acostumbrarse a los portazos"" #Emol  vía @emol PELOTUDO CORRUPTO DE MIERDA. LOS FASCISTAS LO ENCARCELARON INJUSTAMENTE.""",
1020823790157213698,SilvaManueliton,"""O símbolo da campanha do Lula será a trombeta e o povo.""",
1020823790966792192,Lukkamargo,"""@tuliomesmo @eumesmavivi @CarlosBolsonaro @FlavioBolsonaro @BolsonaroSP E o mais incrível de tudo q o centrão de merda é a favor,e quer colocar o Bolsonaro no meio,mas ele é contra tudo,eles ficam loucos e não pegam nada dele...👉👉👉👉👉""",
1020823803788578821,ceciliacelebul,"""Como actriz algo se del lenguaje corporal y te aseguro  que @lopezobrador_ no miente...es más, sale a dar@ explicaciones de acusaciones que son más falsas que juez que acusa a Lula. #AMLOmiPresidente""",
1020823805713879042,airtoncabral,"""Com apenas 8 segundos na TV se o Bolsonaro disser:- Pra Presidente vote em mim! Será o suficiente!""",
1020823811669856256,Mariazinha_Sa,"""@JanainaDoBrasil Estamos juntas. Voto Bolsonaro.""",
1020823824957419520,ProfMauricioES,"""Retweeted Roberto (@rcp01):, , Jair Bolsonaro se emociona apresentado pelo filho como futuro presidente do Brasil 😎  """,
1020823825661997056,jordanafs1,"""URGENTE: PSL acaba de confirmar Janaína Paschoal com Vice de Bolsonaro """,
1020823860822925314,meoleggy_,"""será que o Lula vê pornô lá em Curitiba""",
1020823861036711936,carlosamveg,"""Y se hizo la luz! El pueblo tiene a su líder progresista, que tiemblen los usurpadores, le falta al Ecuador """,
1020823885002964993,EdgarRuszack,"""@bittencourt70 @brasil247 Nada, Nada, Nada, Nada..., Boa noite presídiario Lula. , As férias do juiz tá acabando vem ai mais uma condenação santo homem... """,
1020823902598172677,sandra_miria,"""@emirsader Brasil, Urgente!, Lula Presidente.""",
1020823911460753409,alexiassaner,"""Não me surpreende q quem apoia Bolsonaro faça uma publicação no Facebook dizendo: ""Não comentem o meu post. É a minha opinião. N gostou da postagem me exclui''. Dialogo pra que, né? É mais fácil ser ignorante do que argumentar com fundamento.""",
1020823914300301313,jorgepesouza324,"""@RevistaISTOE ""A derrubada de Dilma"" foi o maior prêmio q Lula/PT recebeu pois passou de vidraça,  passou a ser pedra. As queixas  do impeachment de Dilma e SÓ em público nos bastidores eles vibraram. Se continuasse no governo estaria sangrando e sem saída.""",
1020823933447229441,retuitadorr,"""@DilmaResiste O Lula existe ? Quem é Lula ?""",
1020823948634873856,lima_avanti,"""@LuizAdemarJr O jogo era do PT. A Lava jato chegou antes do pai Lula ""batizar"" o estádio com alguma estatal e resolver a dívida.""",
1020823959636504576,nestorniquini,"""@folha Kkkkkk..... Desespero tá enorme, bate mais.... A massa só cresce, vai ser ele, Bolsonaro 2018.""",
1020823987419480065,ricardo26610,"""@RenovaPSDB @Boscardin Pois eu vou apagar a TV como pede o Amoedo, mas não vou votar nele. Voto Bolsonaro.""",
1020823991441862657,laurypaula44,"""@gleisi E nós os BRASILEIROS HONESTOS TEREMOS BOLSONARO PRESIDENTE DO BRASIL. 🙌👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏""",
1020824012878905345,cheesebacons_s,"""Quando me perguntam oque eu pediria se alguém me concedesse um super desejo. Eu realmente fico em dúvida entre a paz mundial e transformar o Bolsonaro e o Trump em pessoas melhores. 🤔🤨""",
1020824019426213895,ferbisonfire,"""aquele ep de todo mundo odeia o chris que o senhor lavigne toma pílula pra lembrar de tomar as outras pílulas, to quase assim""",
1020824034869686272,RIgualdade,"""Encontro Regional do PT, Debate sobre o Plano Lula de Governo e apresentação dos pré-candidatos e pré-candidatas da Região de Campinas., #OBrasilFelizDeNovo """,
1020824036941746176,TV4kidscultura,"""Janaína Paschoal deve ser anunciada no domingo como vice de Bolsonaro   @JornalOGlobo""",
1020824066725490689,GregWall2018,"""@LeoBalmantt O whatsapp está colaborando com os esquerdistas visando impedir o alcance de candidatos de direita em todo o mundo, e podem ter certeza de que a eleição no Brasil é muito importante para eles POR ISSO essa ""atualização"" visando impedir a eleição de Bolsonaro., TELEGRAM vai crescer""",
1020824070101794816,gilladen,"""@albertocalmeida @galo_vasco Não acredito que Bolsonaro inteligente como é cometa um desatino destes...""",
1020824079790731264,ragnawr,"""vocês são engraçados mano eu lembro que no dia do impeachment quase todo mundo tweetava ""tchau querida!"" e apenas sla 25% de vocês falavam que não teria golpe aí... agora que viram que o temer fez uma puta pedalada fiscal falam pra caralho do lula e da dilma ate usam memes velho""",
1020824093141192704,ARLECIOMARINHO,"""@filgmartin Janaína seria o tipo de vice perfeiro. Não faria o Bolsonaro perder votos já conquistados, muito pelo contrário, agregaria votos à chapa.""",
1020824097582977024,rafaelpcastro,"""@BlogdoNoblat BOLSONARO/Janaína! Pra acabar de vez com a Esquerdalha! 😝""",
1020824104444755968,SilvioRMMattos,"""@curtovcs Bolsonaro eleito! Kkkk""",
1020824111801618432,AladdinSane80,"""Tem de mandar o Lula dar uma chamada no Andrés na cela dele em Curitiba pra meter uma bela comida de rabo no infeliz""",
1020824114246897664,BravinMarcelo,"""@geraldoalckmin PR não fechou com Bolsonaro pq ele não aceitou a escrotidão de lotear cargos e distribuir verba pública entre os cirruptos e seus asseclas.""",
1020824125546336257,Felipe_X_G,"""- nova she-ra: destruiram minha infancia, - representatividade na cultura pop: mimimimi, - fosfoetanolamina não testada: pode, - maconha: não pode, - bolsonaro: mito, - ciro gomes: desiquilibrado, - bolsonaro: mito, - marina silva: nunca fez nada""",
1020824130793426945,vitortorres,"""OGlobo entrevista Bolsonaro. Primeira é pergunta é sobre o conhecimento raso do candidato sobre economia e a reposta é um oceano de estupidez:, , ""Estou indo para o vestibular ou para campanha política?"", , """,
1020824137244332032,bully7788,"""@jairbolsonaro um  salve  bolsonaro""",
1020824138339045377,enfanaleao,"""Retweeted André Lula Kerber (@andre_kerber):, , Está no Youtube, vamos compartilhar principalmente com as pessoas não que não acreditam que estão sendo manipuladas! """,
1020824189291454465,biel92medeiros,"""@jairbolsonaro Avante Brasil, bolsonaro 2018 é meu presidente !!""",
1020824197436706816,Leosukin,"""@flaviomorgen Continuem assim, desse mesmo jeito, tá ótimo! Vcs irão eleger Bolsonaro no primeiro turno!!! Adorei, Bolsonaro né Janaína formam uma bela dupla... Reafirma ainda mais o meu voto e reforça ainda mais a minha vontade de fazer propaganda para ele de ""GRAÇA"". #somostodosbolsonaro""",
1020824198309085185,lmjsexuality,"""não sei oq tá maior, minha vontade de morrer ou a quantidade de processos que ciro gomes tá tomando por injúria racial e danos morais""",
1020824219557482497,AndreiOrtizz,"""Mano Brown gritou ""Lula Livre"" num show dele e o Emicida também já demonstrou apoio, MITOS""",
1020824235076399105,cIubedaopressao,"""Acham um absurdo o Bolsonaro fazer uma arminha com a criança, mas não acham um absurdo o aborto - até apoiam a sua descriminalização. Só fizeram isso porque ali 'tem' duas coisas que vocês odeiam por convicções ideológica: Bolsonaro e arma.""",
1020824239195279362,jornalfloripa,"""Bolsonaro diz que está 'meio broxa' e que não entende de economia """,
1020824242416488448,math_ciel,"""Hoje fiquei pique bolsonaro, falei que ia fazer um monte de coisa e acabei fazendo nada""",
1020824263480283136,miguelmorochop,"""""",
1020824265057333248,rsgomes1971,"""Alguém viu a polícia por aí????, , Via @estadao: No Rio, Jair Bolsonaro volta a aparecer com criança fazendo sinal de arma -  """,
1020824303259054080,EguchiGerson,"""Bolsonaro: “Não entendo mesmo de economia” """,
1020824306367041536,Taiu,"""@Jordanizta @flaviomorgen Bom é quem? Dilma? Marina? Lula? Boulos? Tá louco...só tem um traste na política, Janaína tem atitude!""",
1020824320355065856,AnaBrav92692210,"""@Ro_Moller Esse Geraldo Alckmin morreu e esqueceram de avisar a ele.""",
1020824325287546885,kbddan,"""@EstadaoPolitica É isso aí: tem que ensinar as crianças a se PROTEGEREM dos bandidos!, , Chora, imprensa vagabunda!, , Será Bolsonaro Presidente!""",
1020824333281910785,bubuzinha,"""#AoVivo 106 dias de resistência! Boa Noite Lula na Vigília #LulaLivre em Curitiba. Acompanhe!, """,
1020824352231755776,OSul_noticias,"""Isolado politicamente após ser preterido pelos partidos do Centrão, Ciro Gomes oficializou sua candidatura com críticas ao mercado financeiro  #CiroGomes #PartidosDoCentrão #Pdt """,
1020824354135912448,Klixito,"""Bolsonaro, 👉🏽😉👉🏽, , Criancinha , 👧🏼👉🏽, , Direita, 😍😍😍, , Esquerda, 😲😲😲""",
1020824357621436416,bi_cuda,"""@pasocaapoc uma coisa que eu não preciso me preocupar é camisinha e pílula do dia seguinte""",
1020824374646132737,cunhageo,"""Cientistas descobrem composto que imobiliza célula do câncer e impede metástase """,
1020824375765893123,amarildoribeir2,"""Luciano Bivar confirma Janaína Paschoal como vice de Bolsonaro """,
1020824380165804037,PERESRUSKY,"""Propina que Lava Jato diz ser de Lula teria ficado com a própria Odebrecht """,
1020824381428314114,manufamilia,"""Gostei de um vídeo @YouTube  Mistério da Libélula (Dublado)""",
1020824386784452610,GremioAT,"""Em 1990 à câmara de vereadores do RJ deu 42 carros Opalas para todos os vereadores, teve um que recusou..., O vereador disse que o carro para ele é dispensável., Sabe quem foi ?, JAIR BOLSONARO., 👇👇👇👇👇👇👇👇👇, ￼ """,
1020824388546031618,calol_dally,"""minha tia: a , eu: foda seee, bolsonaro não vai ganhar nessa bostaaa""",
1020824401036574720,ja_requena_br,"""@DeputadoFederal Com IBOPE em ALTA ou NÃO ... Lula continua em CANA !!!""",
1020824401862938624,rildoxon,"""@SraPatalogica Espécie criada em laboratório com celular embrionárias do Palhaço Bolsonaro e a então Vice - Janaína Bruxa Pascoal """,
1020824402647273473,RobertoLuiz7,"""@Ro_Moller @demori @GABRELPlNHElRO O tal Leandro demori é daqueles esquerdopatas que não aguentam 10 segundos de debate. Criado com Danoninho e talco pompom se vitimiza pedindo ‘colinho’ pro Lula! """,
1020824414391275520,tayanelopesm,"""@gabriellamc99 COMPAROU A MUSICA TRA TRA TRA COM O BOLSONARO AAAAAA""",
1020824415507025923,gabikelybela,"""Me recuso a acreditar q Ciro Gomes será o candidato q a esquerda irá apoiar....""",
1020824420968009730,AlbertoGuedes7,"""@Felipe2Kathia As mulheres estão sim no caminho certo 👍, , #Bolsonaro 2018 🇧🇷❤""",
1020824425405534209,Dom01191993,"""@sceneabIefan I mean, I know Brazil isn't exactly the 'commune' at the moment, but under Lula and Rousseff Brazil was pretty Socialist..""",
1020824428501000197,LuizCMcmartins,"""Boa noite a todos. Lula livre, é o início de uma nação próspera. Lula é o Comandante do navio resgate,que vai salvar as vítimas de naufrágio do Titanic que está sendo o Brasil.""",
1020824475401621504,Martii_Diegues,"""No hay amiga mas segunda que lula, no me la saquen nunca❤""",
1020824480648769536,Leandro82218966,"""@jairbolsonaro Poxa Bolsonaro pensa melhor no seu vice, General Heleno tem o mesmo viés que o senhor.... Vai partir pra cima da vagabundagem, isso que queremos.... Brasil!""",
1020824486562721793,amarildomatos3,"""Luciano Bivar confirma Janaína Paschoal como vice de Bolsonaro""",
1020824494917799936,pcminfanti,"""@EstadaoPolitica Muito bom. Melhor que criança exposta a homem com o pau de fora. Bolsonaro vai ganhar no primeiro turno graças a imprensa esquerdopata""",
1020824503381823489,AmauriMoraes3,"""@folha BOLSONARO HOJE LIDERA O CENÁRIO POLÍTICO , PORQUE ELE HOJE ECOA A VOZ DO PROLETARIADO !""",
1020824511883694080,F_Cecconello,"""Tem “propina até no STF”, diz jingle distribuído por Jair Bolsonaro """,
1020824547900248064,raiugAB,"""@jairbolsonaro PRA CIMA DELES, BOLSONARO!!! UUUUAAAAAAAAAAAAHAAAAAAAAAAAAAA, #Bolsonaro2018, #BolsonaroPresidente""",
1020824550127341570,sorayabborges,"""Tese de jurista sobre ‘Lula sem plano B’ prevalece no PT, , , , Compartilhado a partir do meu Feed do Google LULA único atalho para parar o GOLPE contra o POVO e a Soberania Nacional Lula ou LULA #lulapresidente""",
1020824568460709888,glaubersdelima,"""@GuilhermeBoulos Vc só pode estar de brincadeira, um simples gesto e vcs fazem esse murmurinho todo., As crianças no Museu passando a mão no cara pelado vcs não falaram  nada!!, Bolsonaro 2018!!""",
1020824574324363264,nivaldotmalta,"""@folha_poder @folha_poder, presid.NivaldoMalta como visionario tenho convicção q/a formação do centrão extrema direita ""Alckimim"" e centrão de. Esquerda ""Ciro""  negociaram até com o capeta na intenção de criar barreira p/o pré NivaldoMalta e o pré Bolsonaro, minha forsa é infinita v/em frente""",
1020824578128601089,mondamalta,"""Minha mãe hoje perguntou pra mim e p @fencas se íamos votar no Bolsonaro, eu olhei meio assustada e ja perguntei pq vc vai votar nele? E ela respondeu: vc ta doida menina, nao vou votar em ninguém, mt menos nele! Só voto em alguém se for pra ele não ganhar! E estou fazendo esse""",
1020824614707097600,eu_andreluiz,"""@jairbolsonaro @VoteBolsonaro #BolsonaroPresidente #Bolsonaro2018 #SabadoDetremuraSDV    @JanainaDoBrasil @BolsonaroN @MagnoMalta @anaamelialemos, """,
1020824620759486465,Suely79053253,"""@exame Alckmin espero vê Bolsonaro 2019""",
1020824641135349760,AmauriMoraes3,"""@folha O COMUNISTA BABACA QUE ESCREVEU O TITULO ? BOLSONARO HOJE LIDERA O CENÁRIO POLÍTICO , PORQUE ELE HOJE ECOA A VOZ DO PROLETARIADO !""",
1020824647531626496,Zaqueu38478188,"""@Estadao @EstadaoPolitica Se Bolsonaro não terá apoio de partidos políticos é o que menos importa. O importante é o apoio do eleitorado e isso prova que o governo será do povo e não de legenda partidária. , # escolasempartido, #Bolsonaro""",
1020824647821152256,Catarin41326027,"""@juniortorino73 @serrao_rita Vou votar no Bolsonaro. Mas temos que ter atenção e cuidado. Alguns eleitores mais radicais (ou infiltrados) acabam atrapalhando sim. Infelizmente.""",
