tweet_id,tweet_username,tweet_text,id
1023570712337022977,luiz_adriano,"""@4rm4ndoC4rv4lho @UOLNoticias @UOL O uol colocou uma enquete no Twitter sobre a pesquisa presidencil e Bolsonaro vemceu com 34% mesmo com Lula no pareo aí eles apagaram a pesquisa mas a mesma focou no Histórico do Google e no cach da DeepWeb a Uol perde a credibilidade com isso!""",
1023570724844437505,iriabarradas,"""O que é preciso para que a elite do judiciário do Brasil cumpra a lei? """,
1023570723971977216,razzendres,"""🇧🇷🎼🥁🎹🎷🎺🎸🎶BRAZIL LIVRE - FESTIVAL LULA LIVRE: Assista o Show Completo de Democracia  #FestivalLulaLivre - Beth Carvalho: Michel Temer Você Pagou com Traição   Arcos da Lapa Chico Buarque Gilberto Gil Rio de Janeiro """,
1023570738140389376,JorgeVictorSoa2,"""O que Bolsonaro precisa discutir com a Janaína é para ela não expôr bastidores, não soltar declaração besta, enfim se ela aceitar prefiro ela como vice, caso ela continue falando essas besteiras aí prefiro o príncipe! #PrincipeVice""",
1023570751746723841,Pratesmachado,"""@RossanoDotto E o Ciro Gomes disse que se eleito vai fazer de tudo para soltar o Lula.""",
1023570760659623936,CamilaPed2,"""@MissoesBolivia @TrumpThatcher N foi no festival do Lula!""",
1023570773959692288,Saaiflav,"""minha mãe comprou tudo que eu gosto p fazer o almoço hoje, camarão, mexilhão, Lula, caranguejo e polvo. Vou me acabar de comer 😍😍😍😋""",
1023570801533087745,salazariuss,"""@MomentsBrasil Agora sim serão atendidos ufa Lula hoje em casa assistindo o Fantástico""",
1023570828187918340,PapaiSabetudo,"""Com Chico Buarque e Gilberto Gil, 'Festival Lula Livre' reúne milhares no Rio. É preciso saber se esses querem mesmo o melhor pro Brasil. Talvez só lhes interessem se manter na onda... Na mídia, na fama...        """,
1023570836068941824,LauraSalomao,"""da pra ver de longe pau do lula da uf""",
1023570836136046593,galo_2018,"""BOM DIA A TODAS(OS)ESQUERDISTAS SÓ DANDO UMA LIGADA PARA DESEJAR UM ÓTIMO DOMINGO AO NOSSO PRESIDENTE LULA AOS ACAMPADOS JUNTO DE ONDE ELA ESTA E A TODAS(OS)DO TWITTER """,
1023570844654751745,rjdsantana1,"""“ Festival o choro é livre, Lula não , 😂😂😂😂😂😂😂, #BrasilComBolsonaro “""",
1023570845208326145,reinaldonovelli,"""@calu_barros @SasaChomsky Eu queria saber que jegue o FHC andou quando visitou a Inglaterra ?,  Porque o único presidente brasileiro que eu vi andando de cartoagem imperial foi o Lula ,deve ser isso a inveja que mata nossos heróis .""",
1023570863772381185,imvictorres,"""@Pai06503553 @gibamontesiao @ManuelaDavila quanto o pessoal te paga p fazer propaganda do Bolsonaro?""",
1023570866456670209,silvasconcello2,"""Festival Lula Livre empolga o Rio e as redes, mas a Globo perde o bonde da história․ Por Ricardo Kotscho  via @iG""",
1023570873024958464,FocusJor,"""E Ciro Gomes? """,
1023570874077786114,eduardonino,"""VÍDEO: No bunker, o ""führer"" Moro recebe a notícia de que mandaram soltar Lula """,
1023570904650010624,tacitreziana,"""Lula Livre 😍 """,
1023570907401465856,BlogDoPim,"""Janaina tenta unir Amoêdo a Bolsonaro """,
1023570935729803265,Geraldo58625589,"""@PAULOPARMM As Discussões Política no Brasil, é d Faz d Conta,todos tem o Rabo Preso,fingem q se Agridem e q são Inimigos,no estouro d Mensalão Ptista,o FHC e o PSDB,inteferiram para livrar o Lula,a ORCRIM Política agem nos Bastidores,Usam a militância incauta para defender seus interesses.""",
1023570939987075072,Atanasio_real,"""@JoselitoMuller3 @despatriopatism Bolsonaro é bom em matemática. Segundo a reportagem de Época, na infância ele só gostava de estudar e pescar. E para ser especialista em armamentos na AMAN, é necessário aprender Cálculo e Estatística.""",
1023570948627288066,0013jv,"""Tem uma passeata/carreata a favor de bolsonaro aqui e tem MUITA gente. to chocada.""",
1023570949592043520,riromel,"""@marcioyared @jairbolsonaro @DereiaSilva Me responde então o q é um petralha sem o Lula?""",
1023570963869433856,iagolsf,"""mamãe dizendo que não votaria no Bolsonaro pq ele é um borçal e ignorante mas votaria no Lula pq ele é ladrão mas ajudou o pobre, eu ainda tô procurando a sensatez desse segundo comentário""",
1023570971511480322,Wtf_Bracth0,"""@gilbertoscholze @SonsaAbrao Quando eu leio gay- bolsonaro 2018 eu fico pensando o que passa nessa cabeça, devegostar de sofrer de apanhar e ser rechaçado. Não entendo.""",
1023570978637578240,DiegoZanchet,"""@o_antagonista Pera... Se eu entendi, vocês são o Vampiro maldito e Bolsonaro é  o alho que espanta os malditos?, 😂😂😂😂😂""",
1023570986963292162,oxderp,"""Votaria no Bolsonaro? — kkkkkkkkkkkk não """,
1023570989521809408,Felipe_Nader,"""@PLMF10 Provavelmente vc é liberal, sabia que o mbl vai apoiar o Bolsonaro no 2o turno? (caso ele vá)""",
